dataset_id,query_id,chunk_strategy,search_method,top_k,answer,cited_memory_ids,citation_correctness,unsupported_answer,end_to_end_latency_ms
synthetic-life-memories-v1,q_seaside,256,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5601
synthetic-life-memories-v1,q_seaside,256,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5600
synthetic-life-memories-v1,q_seaside,256,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5600
synthetic-life-memories-v1,q_relocation,256,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.5701
synthetic-life-memories-v1,q_relocation,256,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.5700
synthetic-life-memories-v1,q_relocation,256,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.5700
synthetic-life-memories-v1,q_library,256,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.5570
synthetic-life-memories-v1,q_library,256,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.5569
synthetic-life-memories-v1,q_library,256,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.5569
synthetic-life-memories-v1,q_programming,256,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.5702
synthetic-life-memories-v1,q_programming,256,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.5702
synthetic-life-memories-v1,q_programming,256,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.5702
synthetic-life-memories-v1,q_gardening,256,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5737
synthetic-life-memories-v1,q_gardening,256,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5738
synthetic-life-memories-v1,q_gardening,256,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5737
synthetic-life-memories-v1,q_running,256,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5506
synthetic-life-memories-v1,q_running,256,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5506
synthetic-life-memories-v1,q_running,256,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5505
synthetic-life-memories-v1,q_school_graduation,256,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.9512
synthetic-life-memories-v1,q_school_graduation,256,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.9510
synthetic-life-memories-v1,q_school_graduation,256,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_school_entrance,0.0000,1,0.9510
synthetic-life-memories-v1,q_first_work,256,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_volunteer_library,0.0000,1,0.9035
synthetic-life-memories-v1,q_first_work,256,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_volunteer_library,0.0000,1,0.9034
synthetic-life-memories-v1,q_first_work,256,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_volunteer_library,0.0000,1,0.9033
synthetic-life-memories-v1,q_seaside,256,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.9001
synthetic-life-memories-v1,q_seaside,256,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8999
synthetic-life-memories-v1,q_seaside,256,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8999
synthetic-life-memories-v1,q_relocation,256,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.9228
synthetic-life-memories-v1,q_relocation,256,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.9226
synthetic-life-memories-v1,q_relocation,256,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_house_move,1.0000,0,0.9227
synthetic-life-memories-v1,q_library,256,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.8963
synthetic-life-memories-v1,q_library,256,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.8961
synthetic-life-memories-v1,q_library,256,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_volunteer_library,1.0000,0,0.8961
synthetic-life-memories-v1,q_programming,256,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.9040
synthetic-life-memories-v1,q_programming,256,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.9038
synthetic-life-memories-v1,q_programming,256,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.9038
synthetic-life-memories-v1,q_gardening,256,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.9170
synthetic-life-memories-v1,q_gardening,256,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.9169
synthetic-life-memories-v1,q_gardening,256,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.9168
synthetic-life-memories-v1,q_running,256,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.8953
synthetic-life-memories-v1,q_running,256,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.8951
synthetic-life-memories-v1,q_running,256,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.8951
synthetic-life-memories-v1,q_school_graduation,512,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.3356
synthetic-life-memories-v1,q_school_graduation,512,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.3355
synthetic-life-memories-v1,q_school_graduation,512,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.3355
synthetic-life-memories-v1,q_first_work,512,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.3163
synthetic-life-memories-v1,q_first_work,512,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.3163
synthetic-life-memories-v1,q_first_work,512,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.3162
synthetic-life-memories-v1,q_seaside,512,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3052
synthetic-life-memories-v1,q_seaside,512,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3052
synthetic-life-memories-v1,q_seaside,512,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.3051
synthetic-life-memories-v1,q_relocation,512,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3015
synthetic-life-memories-v1,q_relocation,512,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3014
synthetic-life-memories-v1,q_relocation,512,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.3014
synthetic-life-memories-v1,q_library,512,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2989
synthetic-life-memories-v1,q_library,512,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2989
synthetic-life-memories-v1,q_library,512,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.2988
synthetic-life-memories-v1,q_programming,512,dense,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3006
synthetic-life-memories-v1,q_programming,512,dense,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3006
synthetic-life-memories-v1,q_programming,512,dense,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.3006
synthetic-life-memories-v1,q_gardening,512,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.2994
synthetic-life-memories-v1,q_gardening,512,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.2993
synthetic-life-memories-v1,q_gardening,512,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.2993
synthetic-life-memories-v1,q_running,512,dense,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.3009
synthetic-life-memories-v1,q_running,512,dense,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.3008
synthetic-life-memories-v1,q_running,512,dense,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.3008
synthetic-life-memories-v1,q_school_graduation,512,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.8106
synthetic-life-memories-v1,q_school_graduation,512,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.8106
synthetic-life-memories-v1,q_school_graduation,512,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.8105
synthetic-life-memories-v1,q_first_work,512,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.7756
synthetic-life-memories-v1,q_first_work,512,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.7756
synthetic-life-memories-v1,q_first_work,512,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.7755
synthetic-life-memories-v1,q_seaside,512,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.7778
synthetic-life-memories-v1,q_seaside,512,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.7774
synthetic-life-memories-v1,q_seaside,512,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.7774
synthetic-life-memories-v1,q_relocation,512,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.7671
synthetic-life-memories-v1,q_relocation,512,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.7670
synthetic-life-memories-v1,q_relocation,512,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.7671
synthetic-life-memories-v1,q_library,512,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7673
synthetic-life-memories-v1,q_library,512,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7672
synthetic-life-memories-v1,q_library,512,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.7672
synthetic-life-memories-v1,q_programming,512,mmr,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,1.0586
synthetic-life-memories-v1,q_programming,512,mmr,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,1.0584
synthetic-life-memories-v1,q_programming,512,mmr,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,1.0584
synthetic-life-memories-v1,q_gardening,512,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8055
synthetic-life-memories-v1,q_gardening,512,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8054
synthetic-life-memories-v1,q_gardening,512,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8053
synthetic-life-memories-v1,q_running,512,mmr,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.7661
synthetic-life-memories-v1,q_running,512,mmr,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.7660
synthetic-life-memories-v1,q_running,512,mmr,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.7659
synthetic-life-memories-v1,q_school_graduation,512,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.6307
synthetic-life-memories-v1,q_school_graduation,512,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.6304
synthetic-life-memories-v1,q_school_graduation,512,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.6304
synthetic-life-memories-v1,q_first_work,512,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5467
synthetic-life-memories-v1,q_first_work,512,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5466
synthetic-life-memories-v1,q_first_work,512,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5466
synthetic-life-memories-v1,q_seaside,512,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5424
synthetic-life-memories-v1,q_seaside,512,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5423
synthetic-life-memories-v1,q_seaside,512,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.5422
synthetic-life-memories-v1,q_relocation,512,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5464
synthetic-life-memories-v1,q_relocation,512,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5463
synthetic-life-memories-v1,q_relocation,512,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.5463
synthetic-life-memories-v1,q_library,512,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5422
synthetic-life-memories-v1,q_library,512,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5420
synthetic-life-memories-v1,q_library,512,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5422
synthetic-life-memories-v1,q_programming,512,bm25,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5532
synthetic-life-memories-v1,q_programming,512,bm25,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5531
synthetic-life-memories-v1,q_programming,512,bm25,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.5531
synthetic-life-memories-v1,q_gardening,512,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5600
synthetic-life-memories-v1,q_gardening,512,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5599
synthetic-life-memories-v1,q_gardening,512,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.5599
synthetic-life-memories-v1,q_running,512,bm25,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5395
synthetic-life-memories-v1,q_running,512,bm25,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5394
synthetic-life-memories-v1,q_running,512,bm25,10,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.5393
synthetic-life-memories-v1,q_school_graduation,512,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.8750
synthetic-life-memories-v1,q_school_graduation,512,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.8748
synthetic-life-memories-v1,q_school_graduation,512,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_first_job,0.0000,1,0.8748
synthetic-life-memories-v1,q_first_work,512,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.9047
synthetic-life-memories-v1,q_first_work,512,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.9045
synthetic-life-memories-v1,q_first_work,512,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_first_job,1.0000,0,0.9045
synthetic-life-memories-v1,q_seaside,512,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8515
synthetic-life-memories-v1,q_seaside,512,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8514
synthetic-life-memories-v1,q_seaside,512,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_beach_trip,1.0000,0,0.8513
synthetic-life-memories-v1,q_relocation,512,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8541
synthetic-life-memories-v1,q_relocation,512,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8540
synthetic-life-memories-v1,q_relocation,512,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_beach_trip,0.0000,1,0.8539
synthetic-life-memories-v1,q_library,512,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.8500
synthetic-life-memories-v1,q_library,512,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.8499
synthetic-life-memories-v1,q_library,512,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.8499
synthetic-life-memories-v1,q_programming,512,hybrid,3,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.8536
synthetic-life-memories-v1,q_programming,512,hybrid,5,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.8535
synthetic-life-memories-v1,q_programming,512,hybrid,10,검색 결과가 정답 기억을 뒷받침하지 못했습니다.,eval_garden_project,0.0000,1,0.8535
synthetic-life-memories-v1,q_gardening,512,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8627
synthetic-life-memories-v1,q_gardening,512,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8626
synthetic-life-memories-v1,q_gardening,512,hybrid,10,검색된 합성 기억을 근거로 답변했습니다.,eval_garden_project,1.0000,0,0.8625
synthetic-life-memories-v1,q_running,512,hybrid,3,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.8424
synthetic-life-memories-v1,q_running,512,hybrid,5,검색된 합성 기억을 근거로 답변했습니다.,eval_running_event,1.0000,0,0.8422
