dataset_id,query_id,chunk_strategy,search_method,top_k,relevant_memory_ids,retrieved_memory_ids,recall_at_k,contains_answer,retrieval_latency_ms
synthetic-life-memories-v1,q_relocation,256,dense,5,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_online_course|eval_first_job,1.0000,1,0.3276
synthetic-life-memories-v1,q_relocation,256,dense,10,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_online_course|eval_first_job|eval_cooking_class|eval_garden_project|eval_school_entrance|eval_school_graduation|eval_train_trip,1.0000,1,0.3276
synthetic-life-memories-v1,q_library,256,dense,3,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_house_move,1.0000,1,0.3307
synthetic-life-memories-v1,q_library,256,dense,5,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_house_move|eval_cooking_class|eval_first_job,1.0000,1,0.3307
synthetic-life-memories-v1,q_library,256,dense,10,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_house_move|eval_cooking_class|eval_first_job|eval_school_graduation|eval_school_entrance|eval_mountain_hike|eval_running_event|eval_train_trip,1.0000,1,0.3307
synthetic-life-memories-v1,q_programming,256,dense,3,eval_online_course,eval_volunteer_library|eval_online_course|eval_first_job,1.0000,1,0.3487
synthetic-life-memories-v1,q_programming,256,dense,5,eval_online_course,eval_volunteer_library|eval_online_course|eval_first_job|eval_beach_trip|eval_garden_project,1.0000,1,0.3487
synthetic-life-memories-v1,q_programming,256,dense,10,eval_online_course,eval_volunteer_library|eval_online_course|eval_first_job|eval_beach_trip|eval_garden_project|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_train_trip|eval_house_move,1.0000,1,0.3487
synthetic-life-memories-v1,q_gardening,256,dense,3,eval_garden_project,eval_garden_project|eval_volunteer_library|eval_train_trip,1.0000,1,0.3337
synthetic-life-memories-v1,q_gardening,256,dense,5,eval_garden_project,eval_garden_project|eval_volunteer_library|eval_train_trip|eval_online_course|eval_house_move,1.0000,1,0.3337
synthetic-life-memories-v1,q_gardening,256,dense,10,eval_garden_project,eval_garden_project|eval_volunteer_library|eval_train_trip|eval_online_course|eval_house_move|eval_mountain_hike|eval_beach_trip|eval_school_entrance|eval_school_graduation|eval_cooking_class,1.0000,1,0.3337
synthetic-life-memories-v1,q_running,256,dense,3,eval_running_event,eval_running_event|eval_train_trip|eval_house_move,1.0000,1,0.3162
synthetic-life-memories-v1,q_running,256,dense,5,eval_running_event,eval_running_event|eval_train_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library,1.0000,1,0.3162
synthetic-life-memories-v1,q_running,256,dense,10,eval_running_event,eval_running_event|eval_train_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_cooking_class|eval_first_job|eval_school_graduation|eval_school_entrance|eval_online_course,1.0000,1,0.3162
synthetic-life-memories-v1,q_school_graduation,256,mmr,3,eval_school_graduation,eval_school_entrance|eval_school_graduation|eval_running_event,1.0000,1,1.8183
synthetic-life-memories-v1,q_school_graduation,256,mmr,5,eval_school_graduation,eval_school_entrance|eval_school_graduation|eval_running_event|eval_beach_trip|eval_train_trip,1.0000,1,1.8183
synthetic-life-memories-v1,q_school_graduation,256,mmr,10,eval_school_graduation,eval_school_entrance|eval_school_graduation|eval_running_event|eval_beach_trip|eval_train_trip|eval_garden_project|eval_cooking_class|eval_first_job|eval_volunteer_library|eval_online_course,1.0000,1,1.8183
synthetic-life-memories-v1,q_first_work,256,mmr,3,eval_first_job,eval_first_job|eval_cooking_class|eval_running_event,1.0000,1,1.8034
synthetic-life-memories-v1,q_first_work,256,mmr,5,eval_first_job,eval_first_job|eval_cooking_class|eval_running_event|eval_volunteer_library|eval_school_graduation,1.0000,1,1.8034
synthetic-life-memories-v1,q_first_work,256,mmr,10,eval_first_job,eval_first_job|eval_cooking_class|eval_running_event|eval_volunteer_library|eval_school_graduation|eval_online_course|eval_train_trip|eval_school_entrance|eval_garden_project|eval_beach_trip,1.0000,1,1.8034
synthetic-life-memories-v1,q_seaside,256,mmr,3,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_volunteer_library,1.0000,1,1.8180
synthetic-life-memories-v1,q_seaside,256,mmr,5,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_volunteer_library|eval_online_course|eval_school_entrance,1.0000,1,1.8180
synthetic-life-memories-v1,q_seaside,256,mmr,10,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_volunteer_library|eval_online_course|eval_school_entrance|eval_school_graduation|eval_mountain_hike|eval_running_event|eval_house_move|eval_first_job,1.0000,1,1.8180
synthetic-life-memories-v1,q_relocation,256,mmr,3,eval_house_move,eval_house_move|eval_mountain_hike|eval_first_job,1.0000,1,1.8504
synthetic-life-memories-v1,q_relocation,256,mmr,5,eval_house_move,eval_house_move|eval_mountain_hike|eval_first_job|eval_volunteer_library|eval_cooking_class,1.0000,1,1.8504
synthetic-life-memories-v1,q_relocation,256,mmr,10,eval_house_move,eval_house_move|eval_mountain_hike|eval_first_job|eval_volunteer_library|eval_cooking_class|eval_online_course|eval_running_event|eval_garden_project|eval_school_entrance|eval_school_graduation,1.0000,1,1.8504
synthetic-life-memories-v1,q_library,256,mmr,3,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_running_event,1.0000,1,1.8517
synthetic-life-memories-v1,q_library,256,mmr,5,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_running_event|eval_school_entrance|eval_school_graduation,1.0000,1,1.8517
synthetic-life-memories-v1,q_library,256,mmr,10,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_running_event|eval_school_entrance|eval_school_graduation|eval_train_trip|eval_beach_trip|eval_house_move|eval_garden_project|eval_first_job,1.0000,1,1.8517
synthetic-life-memories-v1,q_programming,256,mmr,3,eval_online_course,eval_volunteer_library|eval_online_course|eval_running_event,1.0000,1,1.8524
synthetic-life-memories-v1,q_programming,256,mmr,5,eval_online_course,eval_volunteer_library|eval_online_course|eval_running_event|eval_beach_trip|eval_train_trip,1.0000,1,1.8524
synthetic-life-memories-v1,q_programming,256,mmr,10,eval_online_course,eval_volunteer_library|eval_online_course|eval_running_event|eval_beach_trip|eval_train_trip|eval_school_entrance|eval_school_graduation|eval_house_move|eval_cooking_class|eval_garden_project,1.0000,1,1.8524
synthetic-life-memories-v1,q_gardening,256,mmr,3,eval_garden_project,eval_garden_project|eval_train_trip|eval_house_move,1.0000,1,1.8798
synthetic-life-memories-v1,q_gardening,256,mmr,5,eval_garden_project,eval_garden_project|eval_train_trip|eval_house_move|eval_mountain_hike|eval_online_course,1.0000,1,1.8798
synthetic-life-memories-v1,q_gardening,256,mmr,10,eval_garden_project,eval_garden_project|eval_train_trip|eval_house_move|eval_mountain_hike|eval_online_course|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_running_event|eval_beach_trip,1.0000,1,1.8798
synthetic-life-memories-v1,q_running,256,mmr,3,eval_running_event,eval_running_event|eval_train_trip|eval_school_entrance,1.0000,1,1.8624
synthetic-life-memories-v1,q_running,256,mmr,5,eval_running_event,eval_running_event|eval_train_trip|eval_school_entrance|eval_school_graduation|eval_house_move,1.0000,1,1.8624
synthetic-life-memories-v1,q_running,256,mmr,10,eval_running_event,eval_running_event|eval_train_trip|eval_school_entrance|eval_school_graduation|eval_house_move|eval_mountain_hike|eval_garden_project|eval_first_job|eval_beach_trip|eval_volunteer_library,1.0000,1,1.8624
synthetic-life-memories-v1,q_school_graduation,256,bm25,3,eval_school_graduation,eval_school_entrance|eval_school_graduation|eval_first_job,1.0000,1,0.7314
synthetic-life-memories-v1,q_school_graduation,256,bm25,5,eval_school_graduation,eval_school_entrance|eval_school_graduation|eval_first_job|eval_running_event|eval_garden_project,1.0000,1,0.7314
synthetic-life-memories-v1,q_school_graduation,256,bm25,10,eval_school_graduation,eval_school_entrance|eval_school_graduation|eval_first_job|eval_running_event|eval_garden_project|eval_beach_trip|eval_house_move|eval_volunteer_library|eval_mountain_hike|eval_online_course,1.0000,1,0.7314
synthetic-life-memories-v1,q_first_work,256,bm25,3,eval_first_job,eval_volunteer_library|eval_school_entrance|eval_running_event,0.0000,0,0.5711
synthetic-life-memories-v1,q_first_work,256,bm25,5,eval_first_job,eval_volunteer_library|eval_school_entrance|eval_running_event|eval_school_graduation|eval_first_job,1.0000,1,0.5711
synthetic-life-memories-v1,q_first_work,256,bm25,10,eval_first_job,eval_volunteer_library|eval_school_entrance|eval_running_event|eval_school_graduation|eval_first_job|eval_garden_project|eval_online_course|eval_house_move|eval_beach_trip|eval_mountain_hike,1.0000,1,0.5711
synthetic-life-memories-v1,q_seaside,256,bm25,3,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_volunteer_library,1.0000,1,0.5598
synthetic-life-memories-v1,q_seaside,256,bm25,5,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_volunteer_library|eval_house_move|eval_first_job,1.0000,1,0.5598
synthetic-life-memories-v1,q_seaside,256,bm25,10,eval_beach_trip,eval_beach_trip|eval_cooking_class|eval_volunteer_library|eval_house_move|eval_first_job|eval_mountain_hike|eval_garden_project|eval_online_course|eval_school_entrance|eval_school_graduation,1.0000,1,0.5598
synthetic-life-memories-v1,q_relocation,256,bm25,3,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library,1.0000,1,0.5698
synthetic-life-memories-v1,q_relocation,256,bm25,5,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_online_course|eval_first_job,1.0000,1,0.5698
synthetic-life-memories-v1,q_relocation,256,bm25,10,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_online_course|eval_first_job|eval_school_entrance|eval_school_graduation|eval_garden_project|eval_running_event|eval_beach_trip,1.0000,1,0.5698
synthetic-life-memories-v1,q_library,256,bm25,3,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_house_move,1.0000,1,0.5567
synthetic-life-memories-v1,q_library,256,bm25,5,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_house_move|eval_first_job|eval_school_entrance,1.0000,1,0.5567
synthetic-life-memories-v1,q_library,256,bm25,10,eval_volunteer_library,eval_volunteer_library|eval_online_course|eval_house_move|eval_first_job|eval_school_entrance|eval_running_event|eval_garden_project|eval_beach_trip|eval_mountain_hike|eval_school_graduation,1.0000,1,0.5567
synthetic-life-memories-v1,q_programming,256,bm25,3,eval_online_course,eval_first_job|eval_garden_project|eval_volunteer_library,0.0000,0,0.5699
synthetic-life-memories-v1,q_programming,256,bm25,5,eval_online_course,eval_first_job|eval_garden_project|eval_volunteer_library|eval_beach_trip|eval_online_course,1.0000,1,0.5699
synthetic-life-memories-v1,q_programming,256,bm25,10,eval_online_course,eval_first_job|eval_garden_project|eval_volunteer_library|eval_beach_trip|eval_online_course|eval_school_entrance|eval_house_move|eval_running_event|eval_mountain_hike|eval_school_graduation,1.0000,1,0.5699
synthetic-life-memories-v1,q_gardening,256,bm25,3,eval_garden_project,eval_garden_project|eval_train_trip|eval_volunteer_library,1.0000,1,0.5734
synthetic-life-memories-v1,q_gardening,256,bm25,5,eval_garden_project,eval_garden_project|eval_train_trip|eval_volunteer_library|eval_house_move|eval_mountain_hike,1.0000,1,0.5734
synthetic-life-memories-v1,q_gardening,256,bm25,10,eval_garden_project,eval_garden_project|eval_train_trip|eval_volunteer_library|eval_house_move|eval_mountain_hike|eval_online_course|eval_school_entrance|eval_beach_trip|eval_running_event|eval_first_job,1.0000,1,0.5734
synthetic-life-memories-v1,q_running,256,bm25,3,eval_running_event,eval_running_event|eval_house_move|eval_mountain_hike,1.0000,1,0.5503
synthetic-life-memories-v1,q_running,256,bm25,5,eval_running_event,eval_running_event|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_first_job,1.0000,1,0.5503
synthetic-life-memories-v1,q_running,256,bm25,10,eval_running_event,eval_running_event|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_first_job|eval_school_entrance|eval_garden_project|eval_beach_trip|eval_train_trip|eval_school_graduation,1.0000,1,0.5503
synthetic-life-memories-v1,q_school_graduation,256,hybrid,3,eval_school_graduation,eval_school_entrance|eval_first_job|eval_running_event,0.0000,0,0.9508
synthetic-life-memories-v1,q_school_graduation,256,hybrid,5,eval_school_graduation,eval_school_entrance|eval_first_job|eval_running_event|eval_garden_project|eval_school_graduation,1.0000,1,0.9508
synthetic-life-memories-v1,q_school_graduation,256,hybrid,10,eval_school_graduation,eval_school_entrance|eval_first_job|eval_running_event|eval_garden_project|eval_school_graduation|eval_beach_trip|eval_house_move|eval_volunteer_library|eval_mountain_hike|eval_online_course,1.0000,1,0.9508
synthetic-life-memories-v1,q_first_work,256,hybrid,3,eval_first_job,eval_volunteer_library|eval_first_job|eval_school_entrance,1.0000,1,0.9031
synthetic-life-memories-v1,q_first_work,256,hybrid,5,eval_first_job,eval_volunteer_library|eval_first_job|eval_school_entrance|eval_running_event|eval_garden_project,1.0000,1,0.9031
synthetic-life-memories-v1,q_first_work,256,hybrid,10,eval_first_job,eval_volunteer_library|eval_first_job|eval_school_entrance|eval_running_event|eval_garden_project|eval_house_move|eval_school_graduation|eval_beach_trip|eval_mountain_hike|eval_online_course,1.0000,1,0.9031
synthetic-life-memories-v1,q_seaside,256,hybrid,3,eval_beach_trip,eval_beach_trip|eval_volunteer_library|eval_house_move,1.0000,1,0.8997
synthetic-life-memories-v1,q_seaside,256,hybrid,5,eval_beach_trip,eval_beach_trip|eval_volunteer_library|eval_house_move|eval_mountain_hike|eval_first_job,1.0000,1,0.8997
synthetic-life-memories-v1,q_seaside,256,hybrid,10,eval_beach_trip,eval_beach_trip|eval_volunteer_library|eval_house_move|eval_mountain_hike|eval_first_job|eval_school_entrance|eval_garden_project|eval_running_event|eval_school_graduation|eval_online_course,1.0000,1,0.8997
synthetic-life-memories-v1,q_relocation,256,hybrid,3,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library,1.0000,1,0.9224
synthetic-life-memories-v1,q_relocation,256,hybrid,5,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_first_job|eval_school_entrance,1.0000,1,0.9224
synthetic-life-memories-v1,q_relocation,256,hybrid,10,eval_house_move,eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_first_job|eval_school_entrance|eval_garden_project|eval_running_event|eval_beach_trip|eval_school_graduation|eval_online_course,1.0000,1,0.9224
synthetic-life-memories-v1,q_library,256,hybrid,3,eval_volunteer_library,eval_volunteer_library|eval_first_job|eval_school_entrance,1.0000,1,0.8959
synthetic-life-memories-v1,q_library,256,hybrid,5,eval_volunteer_library,eval_volunteer_library|eval_first_job|eval_school_entrance|eval_house_move|eval_mountain_hike,1.0000,1,0.8959
synthetic-life-memories-v1,q_library,256,hybrid,10,eval_volunteer_library,eval_volunteer_library|eval_first_job|eval_school_entrance|eval_house_move|eval_mountain_hike|eval_running_event|eval_garden_project|eval_school_graduation|eval_beach_trip|eval_online_course,1.0000,1,0.8959
synthetic-life-memories-v1,q_programming,256,hybrid,3,eval_online_course,eval_first_job|eval_volunteer_library|eval_garden_project,0.0000,0,0.9036
synthetic-life-memories-v1,q_programming,256,hybrid,5,eval_online_course,eval_first_job|eval_volunteer_library|eval_garden_project|eval_beach_trip|eval_school_entrance,0.0000,0,0.9036
synthetic-life-memories-v1,q_programming,256,hybrid,10,eval_online_course,eval_first_job|eval_volunteer_library|eval_garden_project|eval_beach_trip|eval_school_entrance|eval_house_move|eval_running_event|eval_mountain_hike|eval_school_graduation|eval_online_course,1.0000,1,0.9036
synthetic-life-memories-v1,q_gardening,256,hybrid,3,eval_garden_project,eval_garden_project|eval_volunteer_library|eval_house_move,1.0000,1,0.9166
synthetic-life-memories-v1,q_gardening,256,hybrid,5,eval_garden_project,eval_garden_project|eval_volunteer_library|eval_house_move|eval_mountain_hike|eval_school_entrance,1.0000,1,0.9166
synthetic-life-memories-v1,q_gardening,256,hybrid,10,eval_garden_project,eval_garden_project|eval_volunteer_library|eval_house_move|eval_mountain_hike|eval_school_entrance|eval_beach_trip|eval_running_event|eval_first_job|eval_school_graduation|eval_online_course,1.0000,1,0.9166
synthetic-life-memories-v1,q_running,256,hybrid,3,eval_running_event,eval_running_event|eval_house_move|eval_mountain_hike,1.0000,1,0.8949
synthetic-life-memories-v1,q_running,256,hybrid,5,eval_running_event,eval_running_event|eval_house_move|eval_mountain_hike|eval_first_job|eval_school_entrance,1.0000,1,0.8949
synthetic-life-memories-v1,q_running,256,hybrid,10,eval_running_event,eval_running_event|eval_house_move|eval_mountain_hike|eval_first_job|eval_school_entrance|eval_volunteer_library|eval_garden_project|eval_beach_trip|eval_school_graduation|eval_online_course,1.0000,1,0.8949
synthetic-life-memories-v1,q_school_graduation,512,dense,3,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.3353
synthetic-life-memories-v1,q_school_graduation,512,dense,5,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event,1.0000,1,0.3353
synthetic-life-memories-v1,q_school_graduation,512,dense,10,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_train_trip|eval_volunteer_library,1.0000,1,0.3353
synthetic-life-memories-v1,q_first_work,512,dense,3,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.3160
synthetic-life-memories-v1,q_first_work,512,dense,5,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_garden_project,1.0000,1,0.3160
synthetic-life-memories-v1,q_first_work,512,dense,10,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_running_event|eval_house_move,1.0000,1,0.3160
synthetic-life-memories-v1,q_seaside,512,dense,3,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.3049
synthetic-life-memories-v1,q_seaside,512,dense,5,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_cooking_class|eval_volunteer_library,1.0000,1,0.3049
synthetic-life-memories-v1,q_seaside,512,dense,10,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_cooking_class|eval_volunteer_library|eval_garden_project|eval_online_course|eval_train_trip|eval_first_job|eval_school_entrance,1.0000,1,0.3049
synthetic-life-memories-v1,q_relocation,512,dense,3,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.3012
synthetic-life-memories-v1,q_relocation,512,dense,5,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project,1.0000,1,0.3012
synthetic-life-memories-v1,q_relocation,512,dense,10,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_volunteer_library|eval_garden_project|eval_online_course|eval_train_trip|eval_cooking_class|eval_first_job|eval_school_entrance,1.0000,1,0.3012
synthetic-life-memories-v1,q_library,512,dense,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.2986
synthetic-life-memories-v1,q_library,512,dense,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move,1.0000,1,0.2986
synthetic-life-memories-v1,q_library,512,dense,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move|eval_beach_trip|eval_mountain_hike|eval_cooking_class|eval_running_event|eval_first_job,1.0000,1,0.2986
synthetic-life-memories-v1,q_programming,512,dense,3,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.3004
synthetic-life-memories-v1,q_programming,512,dense,5,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_first_job,1.0000,1,0.3004
synthetic-life-memories-v1,q_programming,512,dense,10,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_first_job|eval_school_entrance|eval_school_graduation|eval_house_move|eval_beach_trip|eval_mountain_hike,1.0000,1,0.3004
synthetic-life-memories-v1,q_gardening,512,dense,3,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.2991
synthetic-life-memories-v1,q_gardening,512,dense,5,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move,1.0000,1,0.2991
synthetic-life-memories-v1,q_gardening,512,dense,10,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move|eval_beach_trip|eval_mountain_hike|eval_cooking_class|eval_first_job|eval_school_entrance,1.0000,1,0.2991
synthetic-life-memories-v1,q_running,512,dense,3,eval_running_event,eval_running_event|eval_train_trip|eval_beach_trip,1.0000,1,0.3006
synthetic-life-memories-v1,q_running,512,dense,5,eval_running_event,eval_running_event|eval_train_trip|eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.3006
synthetic-life-memories-v1,q_running,512,dense,10,eval_running_event,eval_running_event|eval_train_trip|eval_beach_trip|eval_house_move|eval_mountain_hike|eval_cooking_class|eval_volunteer_library|eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.3006
synthetic-life-memories-v1,q_school_graduation,512,mmr,3,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.8103
synthetic-life-memories-v1,q_school_graduation,512,mmr,5,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event,1.0000,1,0.8103
synthetic-life-memories-v1,q_school_graduation,512,mmr,10,eval_school_graduation,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event|eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move,1.0000,1,0.8103
synthetic-life-memories-v1,q_first_work,512,mmr,3,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.7753
synthetic-life-memories-v1,q_first_work,512,mmr,5,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event,1.0000,1,0.7753
synthetic-life-memories-v1,q_first_work,512,mmr,10,eval_first_job,eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event|eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_house_move,1.0000,1,0.7753
synthetic-life-memories-v1,q_seaside,512,mmr,3,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.7772
synthetic-life-memories-v1,q_seaside,512,mmr,5,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_cooking_class|eval_running_event,1.0000,1,0.7772
synthetic-life-memories-v1,q_seaside,512,mmr,10,eval_beach_trip,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_cooking_class|eval_running_event|eval_first_job|eval_school_entrance|eval_school_graduation|eval_volunteer_library|eval_train_trip,1.0000,1,0.7772
synthetic-life-memories-v1,q_relocation,512,mmr,3,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike,1.0000,1,0.7668
synthetic-life-memories-v1,q_relocation,512,mmr,5,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_cooking_class|eval_running_event,1.0000,1,0.7668
synthetic-life-memories-v1,q_relocation,512,mmr,10,eval_house_move,eval_beach_trip|eval_house_move|eval_mountain_hike|eval_cooking_class|eval_running_event|eval_volunteer_library|eval_garden_project|eval_online_course|eval_train_trip|eval_first_job,1.0000,1,0.7668
synthetic-life-memories-v1,q_library,512,mmr,3,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.7670
synthetic-life-memories-v1,q_library,512,mmr,5,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_running_event,1.0000,1,0.7670
synthetic-life-memories-v1,q_library,512,mmr,10,eval_volunteer_library,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_running_event|eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_house_move,1.0000,1,0.7670
synthetic-life-memories-v1,q_programming,512,mmr,3,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,1.0582
synthetic-life-memories-v1,q_programming,512,mmr,5,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_first_job,1.0000,1,1.0582
synthetic-life-memories-v1,q_programming,512,mmr,10,eval_online_course,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_running_event|eval_house_move,1.0000,1,1.0582
synthetic-life-memories-v1,q_gardening,512,mmr,3,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library,1.0000,1,0.8051
synthetic-life-memories-v1,q_gardening,512,mmr,5,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_running_event,1.0000,1,0.8051
synthetic-life-memories-v1,q_gardening,512,mmr,10,eval_garden_project,eval_garden_project|eval_online_course|eval_volunteer_library|eval_train_trip|eval_running_event|eval_first_job|eval_school_entrance|eval_school_graduation|eval_cooking_class|eval_house_move,1.0000,1,0.8051
synthetic-life-memories-v1,q_running,512,mmr,3,eval_running_event,eval_running_event|eval_train_trip|eval_first_job,1.0000,1,0.7657
synthetic-life-memories-v1,q_running,512,mmr,5,eval_running_event,eval_running_event|eval_train_trip|eval_first_job|eval_school_entrance|eval_school_graduation,1.0000,1,0.7657
